ID,CODAUTO,Comunidad,CPRO,Provincia,SERIAL,TIP_H,TOT_MH,TOT10_15,ORD,TABLET,TELEF1,TELEF2,VIV_INTER,INTEFOR,NPER,SEXO,EDAD,PC,INT,MOVIL
381205404 2,05,Canarias,38,Santa Cruz de Tenerife,12054,4,4,2,1,1,6,1,1,1,05,6,10,1,1,6
381205603 1,05,Canarias,38,Santa Cruz de Tenerife,12056,4,4,1,1,1,6,1,1,2,03,1,14,1,1,1
381206203 1,05,Canarias,38,Santa Cruz de Tenerife,12062,4,5,2,6,1,1,1,1,1,03,6,14,1,1,1
381206203 2,05,Canarias,38,Santa Cruz de Tenerife,12062,4,5,2,6,1,1,1,1,1,04,6,11,1,1,6
381206804 1,05,Canarias,38,Santa Cruz de Tenerife,12068,4,4,1,1,1,1,1,1,1,04,6,15,1,1,1
381207203 1,05,Canarias,38,Santa Cruz de Tenerife,12072,5,4,1,1,1,1,1,1,1,03,1,11,1,1,6
381207903 1,05,Canarias,38,Santa Cruz de Tenerife,12079,4,5,3,1,6,1,1,1,1,03,1,15,1,1,1
381207903 2,05,Canarias,38,Santa Cruz de Tenerife,12079,4,5,3,1,6,1,1,1,1,04,1,13,1,1,1
381207903 3,05,Canarias,38,Santa Cruz de Tenerife,12079,4,5,3,1,6,1,1,1,1,05,1,13,1,1,1
381208903 1,05,Canarias,38,Santa Cruz de Tenerife,12089,2,3,1,1,6,6,1,1,1,03,1,10,1,1,1
381209103 1,05,Canarias,38,Santa Cruz de Tenerife,12091,4,4,1,1,1,1,1,1,1,03,1,10,1,1,6
381210002 1,05,Canarias,38,Santa Cruz de Tenerife,12100,2,3,1,1,1,1,1,1,1,02,1,15,1,1,1
381210403 1,05,Canarias,38,Santa Cruz de Tenerife,12104,4,3,1,1,6,6,1,1,1,03,1,15,1,6,1
391210803 1,06,Cantabria,39,Cantabria,12108,4,3,1,1,1,1,1,1,1,03,1,12,1,1,1
391211603 1,06,Cantabria,39,Cantabria,12116,4,4,1,1,1,1,1,1,1,03,6,14,1,1,1
391211703 1,06,Cantabria,39,Cantabria,12117,4,4,2,1,6,1,1,1,1,03,6,15,1,1,1
391211703 2,06,Cantabria,39,Cantabria,12117,4,4,2,1,6,1,1,1,1,04,1,11,1,1,1
391212003 1,06,Cantabria,39,Cantabria,12120,4,3,1,1,1,1,1,1,1,03,6,13,1,1,1
391212304 1,06,Cantabria,39,Cantabria,12123,4,4,1,1,1,1,1,1,1,04,1,14,1,1,1
391214003 1,06,Cantabria,39,Cantabria,12140,4,3,1,1,1,1,1,1,1,03,1,12,1,1,6
391216503 1,06,Cantabria,39,Cantabria,12165,4,5,1,6,6,1,1,1,1,03,6,11,1,1,6
391217402 1,06,Cantabria,39,Cantabria,12174,2,4,2,1,1,1,1,1,1,02,6,12,1,1,6
391217402 2,06,Cantabria,39,Cantabria,12174,2,4,2,1,1,1,1,1,1,03,1,10,1,1,6
391217703 1,06,Cantabria,39,Cantabria,12177,4,3,1,1,1,6,1,1,1,03,6,14,1,1,1
391220103 1,06,Cantabria,39,Cantabria,12201,4,3,1,6,6,1,1,6, ,03,1,10,6,1,6
391220703 1,06,Cantabria,39,Cantabria,12207,4,3,1,1,1,1,1,1,1,03,6,11,1,1,6
391225203 1,06,Cantabria,39,Cantabria,12252,4,4,1,1,1,1,1,1,1,03,1,12,1,1,1
391226402 1,06,Cantabria,39,Cantabria,12264,4,3,1,1,6,6,1,1,1,02,1,11,1,1,1
391227303 1,06,Cantabria,39,Cantabria,12273,4,3,1,1,6,1,1,1,1,03,1,13,1,1,1
391227807 1,06,Cantabria,39,Cantabria,12278,4,4,1,1,1,1,1,1,1,07,6,11,1,1,6
391228303 1,06,Cantabria,39,Cantabria,12283,5,4,1,1,6,6,1,1,1,03,6,14,1,1,1
391231403 1,06,Cantabria,39,Cantabria,12314,4,3,1,1,1,6,1,1,1,03,1,10,1,1,6
391231603 1,06,Cantabria,39,Cantabria,12316,4,4,1,1,1,1,1,1,1,03,1,13,1,1,1
391231703 1,06,Cantabria,39,Cantabria,12317,4,4,1,1,1,1,1,1,1,03,1,12,1,1,6
391231804 1,06,Cantabria,39,Cantabria,12318,4,5,2,1,1,1,1,1,1,04,1,14,1,1,1
391231804 2,06,Cantabria,39,Cantabria,12318,4,5,2,1,1,1,1,1,1,05,6,12,1,1,1
391231903 1,06,Cantabria,39,Cantabria,12319,4,3,1,1,1,1,1,1,1,03,1,11,1,1,1
391232103 1,06,Cantabria,39,Cantabria,12321,4,3,1,1,1,6,1,1,1,03,6,13,1,1,1
391232906 1,06,Cantabria,39,Cantabria,12329,5,6,1,1,1,1,1,1,1,06,1,15,1,9,1
391233703 1,06,Cantabria,39,Cantabria,12337,4,3,1,1,1,1,1,1,1,03,6,10,1,6,1
391233804 1,06,Cantabria,39,Cantabria,12338,5,5,1,1,6,6,1,1,1,04,6,15,1,1,1
391234204 1,06,Cantabria,39,Cantabria,12342,4,4,1,1,6,1,1,1,1,04,1,15,1,1,1
391236203 1,06,Cantabria,39,Cantabria,12362,2,3,1,1,6,1,1,1,1,03,6,15,1,1,6
391236504 1,06,Cantabria,39,Cantabria,12365,4,4,1,1,1,6,1,1,1,04,1,11,1,1,1
391238903 1,06,Cantabria,39,Cantabria,12389,4,3,1,1,1,6,1,1,1,03,6,15,1,1,1
391239403 1,06,Cantabria,39,Cantabria,12394,4,3,1,1,1,1,1,1,1,03,1,10,1,1,6
391242203 1,06,Cantabria,39,Cantabria,12422,4,3,1,1,1,6,1,1,1,03,6,11,1,1,1
391242604 1,06,Cantabria,39,Cantabria,12426,4,4,1,1,1,6,1,1,1,04,1,12,1,1,1
391243503 1,06,Cantabria,39,Cantabria,12435,4,4,2,1,1,6,1,1,1,03,1,11,1,1,1
391243503 2,06,Cantabria,39,Cantabria,12435,4,4,2,1,1,6,1,1,1,04,6,14,1,1,1
391243704 1,06,Cantabria,39,Cantabria,12437,4,5,1,1,1,1,1,1,1,04,1,10,1,1,6
391244402 1,06,Cantabria,39,Cantabria,12444,5,3,1,1,6,1,1,1,1,02,1,15,1,1,1
391244502 1,06,Cantabria,39,Cantabria,12445,5,2,1,1,1,6,1,1,1,02,6,14,1,1,1
391245903 1,06,Cantabria,39,Cantabria,12459,4,4,1,1,1,6,1,1,2,03,6,10,1,1,6
391246303 1,06,Cantabria,39,Cantabria,12463,4,5,1,1,1,6,1,1,1,03,1,13,1,1,1
391246704 1,06,Cantabria,39,Cantabria,12467,5,4,1,1,6,1,1,1,1,04,6,11,1,6,1
391247203 1,06,Cantabria,39,Cantabria,12472,4,3,1,1,1,1,1,1,1,03,1,12,1,1,1
391247602 1,06,Cantabria,39,Cantabria,12476,4,3,1,1,1,1,1,1,1,02,1,10,1,1,6
391248203 1,06,Cantabria,39,Cantabria,12482,4,4,1,1,1,1,1,1,1,03,1,11,1,1,6
391250004 1,06,Cantabria,39,Cantabria,12500,4,4,1,1,1,6,1,1,1,04,1,15,1,1,1
391251403 1,06,Cantabria,39,Cantabria,12514,4,4,1,1,1,1,1,1,1,03,6,10,1,1,1
391253002 1,06,Cantabria,39,Cantabria,12530,2,2,1,1,1,1,1,1,1,02,1,11,1,1,6
391253204 1,06,Cantabria,39,Cantabria,12532,2,5,1,1,1,6,1,1,1,04,6,14,1,1,1
391253305 1,06,Cantabria,39,Cantabria,12533,5,5,1,1,1,6,1,1,1,05,1,11,1,1,1
391253504 1,06,Cantabria,39,Cantabria,12535,4,4,1,1,1,6,1,1,1,04,1,13,1,1,1
391255502 1,06,Cantabria,39,Cantabria,12555,4,3,1,1,1,6,1,1,1,02,1,12,1,1,1
391255902 1,06,Cantabria,39,Cantabria,12559,4,3,1,1,1,1,1,1,1,02,6,15,1,1,1
391256304 1,06,Cantabria,39,Cantabria,12563,4,4,1,1,6,1,1,1,2,04,1,14,1,1,1
391256803 1,06,Cantabria,39,Cantabria,12568,4,4,2,6,6,1,1,1,2,03,1,13,6,6,6
391256803 2,06,Cantabria,39,Cantabria,12568,4,4,2,6,6,1,1,1,2,04,1,11,6,9,6
391258804 1,06,Cantabria,39,Cantabria,12588,2,4,1,1,1,1,1,1,1,04,6,12,1,1,1
391259103 1,06,Cantabria,39,Cantabria,12591,4,3,1,1,1,1,1,1,1,03,6,13,1,1,1
391259802 1,06,Cantabria,39,Cantabria,12598,4,4,1,1,1,1,1,1,1,02,6,10,1,1,6
391261303 1,06,Cantabria,39,Cantabria,12613,4,3,1,1,1,1,1,1,1,03,1,15,1,1,1
391261502 1,06,Cantabria,39,Cantabria,12615,4,3,1,1,1,6,1,1,1,02,1,12,1,1,1
391262703 1,06,Cantabria,39,Cantabria,12627,4,4,2,1,1,1,1,1,1,03,1,15,1,1,1
391262703 2,06,Cantabria,39,Cantabria,12627,4,4,2,1,1,1,1,1,1,04,6,11,1,6,6
391262903 1,06,Cantabria,39,Cantabria,12629,4,4,1,1,1,1,1,1,1,03,1,11,1,1,6
391263703 1,06,Cantabria,39,Cantabria,12637,4,4,1,1,1,6,1,1,1,03,1,11,1,1,1
391263804 1,06,Cantabria,39,Cantabria,12638,4,4,1,1,1,1,1,1,1,04,6,13,1,1,1
391263904 1,06,Cantabria,39,Cantabria,12639,5,5,2,1,6,1,1,1,1,04,1,15,1,6,6
391263904 2,06,Cantabria,39,Cantabria,12639,5,5,2,1,6,1,1,1,1,05,1,11,1,6,6
391266602 1,06,Cantabria,39,Cantabria,12666,4,3,1,1,1,1,1,1,1,02,6,14,1,1,1
391267903 1,06,Cantabria,39,Cantabria,12679,4,3,1,1,6,1,1,1,1,03,6,15,1,1,1
391268202 1,06,Cantabria,39,Cantabria,12682,4,4,1,1,1,6,1,1,1,02,6,13,1,1,1
391273603 1,06,Cantabria,39,Cantabria,12736,4,4,2,6,6,6,1,1,2,03,1,11,6,6,6
391273603 2,06,Cantabria,39,Cantabria,12736,4,4,2,6,6,6,1,1,2,04,6,10,6,6,6
391274703 1,06,Cantabria,39,Cantabria,12747,4,3,1,1,1,1,1,1,1,03,6,14,1,1,1
391275504 1,06,Cantabria,39,Cantabria,12755,4,3,1,1,6,6,1,1,1,04,1,11,1,6,6
391276303 1,06,Cantabria,39,Cantabria,12763,4,3,1,1,1,1,1,1,2,03,1,14,1,6,1
391277803 1,06,Cantabria,39,Cantabria,12778,4,3,1,1,1,6,1,1,1,03,6,11,1,1,6
391279304 1,06,Cantabria,39,Cantabria,12793,4,4,1,1,1,1,1,1,2,04,6,15,1,1,1
401285502 1,07,Castilla y León,40,Segovia,12855,2,3,2,6,1,1,1,1,1,02,6,13,1,1,1
401285502 2,07,Castilla y León,40,Segovia,12855,2,3,2,6,1,1,1,1,1,03,1,11,1,1,6
401286403 1,07,Castilla y León,40,Segovia,12864,4,5,2,1,1,1,1,1,1,03,6,15,1,1,1
401286403 2,07,Castilla y León,40,Segovia,12864,4,5,2,1,1,1,1,1,1,04,1,15,1,1,1
401286904 1,07,Castilla y León,40,Segovia,12869,2,4,1,1,1,1,1,1,1,04,1,15,1,1,1
401287105 1,07,Castilla y León,40,Segovia,12871,4,5,1,6,6,6,1,1,1,05,1,15,1,1,1
401288301 1,07,Castilla y León,40,Segovia,12883,2,2,1,1,1,6,1,1,1,01,1,12,1,6,6
411291604 1,01,Andalucía,41,Sevilla,12916,4,4,1,6,6,6,1,1,2,04,6,11,6,1,6
411292905 1,01,Andalucía,41,Sevilla,12929,4,4,1,1,1,1,1,1,1,05,1,13,1,1,1
411295902 1,01,Andalucía,41,Sevilla,12959,2,3,1,1,1,6,1,1,1,02,6,11,1,1,1
411297704 1,01,Andalucía,41,Sevilla,12977,4,5,2,1,1,1,1,1,1,04,1,10,1,1,6
411297704 2,01,Andalucía,41,Sevilla,12977,4,5,2,1,1,1,1,1,1,05,1,10,1,1,6
411298603 1,01,Andalucía,41,Sevilla,12986,4,3,1,1,1,1,1,1,1,03,6,14,1,1,1
411299103 1,01,Andalucía,41,Sevilla,12991,5,3,1,1,1,1,1,1,1,03,1,13,1,1,1
411299201 1,01,Andalucía,41,Sevilla,12992,2,3,1,1,1,6,1,1,1,01,6,13,1,1,1
411299603 1,01,Andalucía,41,Sevilla,12996,4,4,2,1,6,6,1,1,1,03,6,15,1,1,1
411299603 2,01,Andalucía,41,Sevilla,12996,4,4,2,1,6,6,1,1,1,04,1,13,1,1,1
411300103 1,01,Andalucía,41,Sevilla,13001,4,4,2,1,1,1,1,1,1,03,1,15,1,1,1
411300103 2,01,Andalucía,41,Sevilla,13001,4,4,2,1,1,1,1,1,1,04,1,10,1,1,6
411300303 1,01,Andalucía,41,Sevilla,13003,4,4,2,1,6,6,1,1,1,03,1,15,1,1,1
411300303 2,01,Andalucía,41,Sevilla,13003,4,4,2,1,6,6,1,1,1,04,6,13,1,1,1
411300401 1,01,Andalucía,41,Sevilla,13004,2,3,2,1,1,1,1,1,1,01,6,11,1,1,1
411300401 2,01,Andalucía,41,Sevilla,13004,2,3,2,1,1,1,1,1,1,03,1,10,6,1,6
411300602 1,01,Andalucía,41,Sevilla,13006,2,2,1,1,6,1,1,1,1,02,1,10,6,1,1
411301103 1,01,Andalucía,41,Sevilla,13011,4,5,1,1,1,1,1,1,1,03,6,11,1,1,6
411301204 1,01,Andalucía,41,Sevilla,13012,4,5,1,1,6,1,1,1,1,04,1,14,1,1,1
411301703 1,01,Andalucía,41,Sevilla,13017,4,4,1,1,1,1,1,1,1,03,1,12,1,1,1
411302101 1,01,Andalucía,41,Sevilla,13021,4,4,1,1,6,1,1,1,1,01,6,13,6,1,1
411302702 1,01,Andalucía,41,Sevilla,13027,2,3,1,6,1,1,1,1,1,02,1,13,1,1,1
411302902 1,01,Andalucía,41,Sevilla,13029,4,5,1,1,1,6,1,1,1,02,1,10,1,1,1
411304603 1,01,Andalucía,41,Sevilla,13046,4,3,1,1,6,1,1,1,1,03,1,11,1,1,1
411304704 1,01,Andalucía,41,Sevilla,13047,4,4,1,1,6,6,1,1,1,04,1,15,1,1,1
411307903 1,01,Andalucía,41,Sevilla,13079,4,4,1,1,1,1,1,1,1,03,1,13,1,1,1
411308104 1,01,Andalucía,41,Sevilla,13081,4,4,1,1,1,6,1,1,1,04,1,12,1,1,6
411308503 1,01,Andalucía,41,Sevilla,13085,4,4,2,1,1,1,1,1,1,03,1,14,1,1,1
411308503 2,01,Andalucía,41,Sevilla,13085,4,4,2,1,1,1,1,1,1,04,6,11,1,1,6
411308703 1,01,Andalucía,41,Sevilla,13087,4,4,1,1,6,6,1,1,1,03,1,15,1,6,1
411309803 1,01,Andalucía,41,Sevilla,13098,4,4,1,1,1,6,1,1,1,03,6,10,1,1,6
411310502 1,01,Andalucía,41,Sevilla,13105,4,4,2,1,1,6,1,1,1,02,6,14,1,1,1
411310502 2,01,Andalucía,41,Sevilla,13105,4,4,2,1,1,6,1,1,1,03,6,11,1,1,6
411311703 1,01,Andalucía,41,Sevilla,13117,2,3,1,6,6,6,1,1,1,03,1,14,6,1,1
411312602 1,01,Andalucía,41,Sevilla,13126,4,4,1,1,1,1,1,1,1,02,6,11,1,1,1
411313403 1,01,Andalucía,41,Sevilla,13134,4,4,1,1,1,6,1,1,2,03,1,13,1,1,1
411313904 1,01,Andalucía,41,Sevilla,13139,4,4,1,1,1,6,1,1,1,04,1,12,1,1,1
411315803 1,01,Andalucía,41,Sevilla,13158,4,3,1,6,1,6,1,1,1,03,1,11,1,1,6
411316503 1,01,Andalucía,41,Sevilla,13165,4,4,1,1,1,1,1,1,1,03,1,13,1,1,1
411316602 1,01,Andalucía,41,Sevilla,13166,5,4,1,6,6,6,1,1,2,02,1,13,6,1,1
411316805 1,01,Andalucía,41,Sevilla,13168,4,5,1,1,1,1,1,1,1,05,6,14,1,1,1
411316902 1,01,Andalucía,41,Sevilla,13169,4,4,2,1,1,1,1,1,1,02,1,14,1,1,1
411316902 2,01,Andalucía,41,Sevilla,13169,4,4,2,1,1,1,1,1,1,03,1,11,1,1,6
411317403 1,01,Andalucía,41,Sevilla,13174,4,4,2,1,1,1,1,1,1,03,1,13,1,1,1
411317403 2,01,Andalucía,41,Sevilla,13174,4,4,2,1,1,1,1,1,1,04,6,11,1,1,1
411318405 1,01,Andalucía,41,Sevilla,13184,4,5,1,1,1,1,1,1,1,05,6,15,1,1,1
411318903 1,01,Andalucía,41,Sevilla,13189,4,4,1,1,1,1,1,1,1,03,1,10,1,1,6
411319203 1,01,Andalucía,41,Sevilla,13192,4,4,2,1,1,6,1,1,1,03,6,14,1,1,1
411319203 2,01,Andalucía,41,Sevilla,13192,4,4,2,1,1,6,1,1,1,04,6,11,6,1,1
411319705 1,01,Andalucía,41,Sevilla,13197,4,5,1,1,1,6,1,1,1,05,6,13,1,1,1
411319803 1,01,Andalucía,41,Sevilla,13198,4,4,2,1,1,1,1,1,1,03,1,14,1,1,1
411319803 2,01,Andalucía,41,Sevilla,13198,4,4,2,1,1,1,1,1,1,04,1,11,1,1,1
411320203 1,01,Andalucía,41,Sevilla,13202,4,4,1,1,1,6,1,1,1,03,6,15,1,1,1
411321104 1,01,Andalucía,41,Sevilla,13211,4,4,1,1,6,6,1,1,1,04,6,12,6,1,1
411321202 1,01,Andalucía,41,Sevilla,13212,2,4,1,1,6,1,1,1,1,02,1,15,1,6,1
421323702 1,07,Castilla y León,42,Soria,13237,2,3,1,1,6,6,1,1,2,02,1,15,1,1,1
421324003 1,07,Castilla y León,42,Soria,13240,4,3,1,1,1,1,1,1,1,03,1,14,1,1,1
421324503 1,07,Castilla y León,42,Soria,13245,2,3,1,1,1,1,1,1,1,03,1,13,1,1,1
421325704 1,07,Castilla y León,42,Soria,13257,4,4,1,1,1,1,1,1,1,04,6,14,1,1,1
421326003 1,07,Castilla y León,42,Soria,13260,4,4,2,1,1,1,1,1,1,03,1,12,1,1,1
421326003 2,07,Castilla y León,42,Soria,13260,4,4,2,1,1,1,1,1,1,04,6,10,1,1,1
431326603 1,09,Cataluña,43,Tarragona,13266,4,4,1,1,6,1,1,1,1,03,1,13,1,1,1
431327704 1,09,Cataluña,43,Tarragona,13277,4,5,2,1,1,1,1,1,1,04,1,14,1,1,1
431327704 2,09,Cataluña,43,Tarragona,13277,4,5,2,1,1,1,1,1,1,05,1,14,1,1,1
431327802 1,09,Cataluña,43,Tarragona,13278,4,3,1,1,1,1,1,1,1,02,1,12,1,1,1
431329403 1,09,Cataluña,43,Tarragona,13294,4,5,1,1,1,6,1,1,1,03,6,10,1,1,1
431329605 1,09,Cataluña,43,Tarragona,13296,4,5,1,1,1,1,1,1,1,05,6,13,1,1,1
431330003 1,09,Cataluña,43,Tarragona,13300,4,4,1,1,1,6,1,1,1,03,1,10,1,1,6
431332102 1,09,Cataluña,43,Tarragona,13321,2,3,2,1,1,1,1,1,1,02,6,15,1,1,1
431332102 2,09,Cataluña,43,Tarragona,13321,2,3,2,1,1,1,1,1,1,03,6,11,1,1,1
431333003 1,09,Cataluña,43,Tarragona,13330,5,3,1,1,6,6,1,1,1,03,1,14,1,1,1
431333304 1,09,Cataluña,43,Tarragona,13333,4,4,1,1,1,1,1,1,1,04,6,12,1,1,1
431333803 1,09,Cataluña,43,Tarragona,13338,4,4,1,1,6,6,1,1,2,03,6,14,1,1,6
431333901 1,09,Cataluña,43,Tarragona,13339,4,4,1,1,6,6,1,1,1,01,1,12,1,1,6
431334102 1,09,Cataluña,43,Tarragona,13341,2,3,2,1,1,6,1,1,1,02,1,12,1,1,1
431334102 2,09,Cataluña,43,Tarragona,13341,2,3,2,1,1,6,1,1,1,03,6,10,1,1,1
431334302 1,09,Cataluña,43,Tarragona,13343,2,3,1,1,6,6,1,1,1,02,1,14,1,1,1
431334503 1,09,Cataluña,43,Tarragona,13345,5,3,1,1,1,6,1,1,1,03,1,15,1,1,1
431334805 1,09,Cataluña,43,Tarragona,13348,4,5,1,1,6,1,1,1,1,05,1,12,1,1,1
431335502 1,09,Cataluña,43,Tarragona,13355,4,3,1,1,6,6,1,1,1,02,1,14,1,1,1
441336403 1,02,Aragón,44,Teruel,13364,4,4,2,1,1,6,1,1,1,03,1,12,1,1,1
441336403 2,02,Aragón,44,Teruel,13364,4,4,2,1,1,6,1,1,1,04,1,10,1,1,1
441337003 1,02,Aragón,44,Teruel,13370,4,4,1,1,1,1,1,1,1,03,1,10,1,1,6
441337103 1,02,Aragón,44,Teruel,13371,4,3,1,1,1,1,1,1,1,03,1,15,1,1,1
441337304 1,02,Aragón,44,Teruel,13373,4,4,1,1,1,1,1,1,1,04,1,13,1,1,1
441337602 1,02,Aragón,44,Teruel,13376,2,2,1,1,1,1,1,1,1,02,6,11,1,1,1
441338403 1,02,Aragón,44,Teruel,13384,5,4,2,6,6,6,1,1,2,03,6,15,6,6,6
441338403 2,02,Aragón,44,Teruel,13384,5,4,2,6,6,6,1,1,2,04,1,13,6,6,6
441339602 1,02,Aragón,44,Teruel,13396,4,4,2,1,1,6,1,1,1,02,6,14,1,1,1
441339602 2,02,Aragón,44,Teruel,13396,4,4,2,1,1,6,1,1,1,03,1,12,1,6,6
441340004 1,02,Aragón,44,Teruel,13400,4,5,1,1,1,6,1,1,1,04,1,14,1,1,1
441341004 1,02,Aragón,44,Teruel,13410,4,4,1,1,1,1,1,1,1,04,6,11,1,1,1
441341302 1,02,Aragón,44,Teruel,13413,2,2,1,1,6,6,1,1,1,02,6,15,1,1,1
441341903 1,02,Aragón,44,Teruel,13419,4,4,2,1,1,1,1,1,1,03,6,14,1,1,1
441341903 2,02,Aragón,44,Teruel,13419,4,4,2,1,1,1,1,1,1,04,1,11,1,1,6
441342004 1,02,Aragón,44,Teruel,13420,4,4,1,1,6,6,1,1,1,04,1,13,1,1,1
441342901 1,02,Aragón,44,Teruel,13429,2,3,1,1,1,6,1,1,1,01,1,13,1,1,1
441343803 1,02,Aragón,44,Teruel,13438,4,3,1,1,6,1,1,1,1,03,1,11,1,1,1
441345502 1,02,Aragón,44,Teruel,13455,4,4,2,1,6,1,1,1,1,02,1,15,1,1,1
441345502 2,02,Aragón,44,Teruel,13455,4,4,2,1,6,1,1,1,1,03,6,11,1,1,1
451345907 1,08,Castilla-La Mancha,45,Toledo,13459,4,4,2,1,6,1,1,1,1,07,6,13,1,6,1
451345907 2,08,Castilla-La Mancha,45,Toledo,13459,4,4,2,1,6,1,1,1,1,08,1,10,1,6,6
451346603 1,08,Castilla-La Mancha,45,Toledo,13466,5,5,2,1,1,1,1,1,1,03,6,10,1,1,6
451346603 2,08,Castilla-La Mancha,45,Toledo,13466,5,5,2,1,1,1,1,1,1,04,6,12,1,1,6
451346702 1,08,Castilla-La Mancha,45,Toledo,13467,4,4,2,1,1,6,1,1,1,02,6,10,1,1,6
451346702 2,08,Castilla-La Mancha,45,Toledo,13467,4,4,2,1,1,6,1,1,1,03,6,10,1,1,6
451346803 1,08,Castilla-La Mancha,45,Toledo,13468,4,4,1,1,1,1,1,1,1,03,6,15,1,1,1
451347103 1,08,Castilla-La Mancha,45,Toledo,13471,4,4,2,1,1,1,1,1,1,03,1,13,1,1,1
451347103 2,08,Castilla-La Mancha,45,Toledo,13471,4,4,2,1,1,1,1,1,1,04,1,11,1,1,6
451347603 1,08,Castilla-La Mancha,45,Toledo,13476,4,4,2,1,1,1,1,1,1,03,1,12,1,1,1
451347603 2,08,Castilla-La Mancha,45,Toledo,13476,4,4,2,1,1,1,1,1,1,04,6,10,1,1,6
451348203 1,08,Castilla-La Mancha,45,Toledo,13482,4,5,1,1,1,1,1,1,1,03,1,11,1,1,6
451348303 1,08,Castilla-La Mancha,45,Toledo,13483,4,3,1,1,1,1,1,1,1,03,1,14,6,1,1
451349303 1,08,Castilla-La Mancha,45,Toledo,13493,4,4,1,1,6,6,1,1,1,03,6,14,1,1,1
451350603 1,08,Castilla-La Mancha,45,Toledo,13506,2,3,1,1,1,1,1,1,1,03,6,15,1,1,1
451350803 1,08,Castilla-La Mancha,45,Toledo,13508,4,4,1,1,6,1,1,1,1,03,1,14,1,1,1
451351103 1,08,Castilla-La Mancha,45,Toledo,13511,4,4,2,1,6,6,1,1,1,03,1,14,1,1,1
451351103 2,08,Castilla-La Mancha,45,Toledo,13511,4,4,2,1,6,6,1,1,1,04,1,11,1,1,1
451351203 1,08,Castilla-La Mancha,45,Toledo,13512,2,3,1,6,1,6,1,1,1,03,1,13,1,1,1
451352001 1,08,Castilla-La Mancha,45,Toledo,13520,2,2,1,1,1,1,1,1,1,01,6,15,1,1,1
451352203 1,08,Castilla-La Mancha,45,Toledo,13522,4,4,2,6,6,6,1,1,1,03,1,14,6,1,1
451352203 2,08,Castilla-La Mancha,45,Toledo,13522,4,4,2,6,6,6,1,1,1,04,6,11,6,1,1
451352304 1,08,Castilla-La Mancha,45,Toledo,13523,4,4,1,1,1,1,1,1,1,04,6,15,1,1,1
451353103 1,08,Castilla-La Mancha,45,Toledo,13531,4,4,1,1,1,1,1,1,1,03,6,10,1,1,6
451354104 1,08,Castilla-La Mancha,45,Toledo,13541,4,4,1,1,1,1,1,1,1,04,1,15,1,1,1
451356104 1,08,Castilla-La Mancha,45,Toledo,13561,4,4,1,1,1,1,1,1,1,04,1,14,1,1,1
451356804 1,08,Castilla-La Mancha,45,Toledo,13568,2,4,1,6,1,6,1,1,1,04,6,13,1,1,1
451356903 1,08,Castilla-La Mancha,45,Toledo,13569,4,4,1,1,1,6,1,1,1,03,6,13,1,1,1
451357003 1,08,Castilla-La Mancha,45,Toledo,13570,2,3,1,1,1,1,1,1,1,03,6,14,1,1,1
451357803 1,08,Castilla-La Mancha,45,Toledo,13578,4,4,1,1,1,6,1,1,1,03,6,15,1,1,6
451357904 1,08,Castilla-La Mancha,45,Toledo,13579,4,4,1,1,1,1,1,1,1,04,6,11,1,1,1
451358203 1,08,Castilla-La Mancha,45,Toledo,13582,4,5,2,1,6,6,1,1,1,03,6,14,1,1,1
451358203 2,08,Castilla-La Mancha,45,Toledo,13582,4,5,2,1,6,6,1,1,1,04,6,10,1,1,6
451358505 1,08,Castilla-La Mancha,45,Toledo,13585,4,3,1,1,6,6,1,1,2,05,6,15,1,1,1
451359703 1,08,Castilla-La Mancha,45,Toledo,13597,4,4,1,1,1,1,1,1,1,03,6,11,1,6,1
451360704 1,08,Castilla-La Mancha,45,Toledo,13607,4,4,1,1,1,6,1,1,1,04,1,11,1,1,1
451361203 1,08,Castilla-La Mancha,45,Toledo,13612,4,3,1,9,6,6,1,1,1,03,1,14,1,1,1
451361404 1,08,Castilla-La Mancha,45,Toledo,13614,4,4,1,1,1,6,1,1,1,04,6,11,1,1,1
451362703 1,08,Castilla-La Mancha,45,Toledo,13627,4,3,1,1,1,6,1,1,1,03,6,12,1,1,1
451363403 1,08,Castilla-La Mancha,45,Toledo,13634,4,4,2,1,1,6,1,1,1,03,1,14,1,1,1
451363403 2,08,Castilla-La Mancha,45,Toledo,13634,4,4,2,1,1,6,1,1,1,04,6,12,1,1,1
451363603 1,08,Castilla-La Mancha,45,Toledo,13636,4,4,1,1,6,6,1,1,2,03,1,11,6,1,1
451363702 1,08,Castilla-La Mancha,45,Toledo,13637,2,3,1,1,6,6,1,1,1,02,1,14,1,1,1
451363803 1,08,Castilla-La Mancha,45,Toledo,13638,4,5,3,1,1,6,1,1,1,03,6,15,1,1,1
451363803 2,08,Castilla-La Mancha,45,Toledo,13638,4,5,3,1,1,6,1,1,1,04,1,11,6,1,6
451363803 3,08,Castilla-La Mancha,45,Toledo,13638,4,5,3,1,1,6,1,1,1,05,6,10,6,1,6
451364003 1,08,Castilla-La Mancha,45,Toledo,13640,4,3,1,1,6,6,1,1,1,03,1,15,1,1,1
451364604 1,08,Castilla-La Mancha,45,Toledo,13646,4,4,1,1,6,1,1,1,1,04,1,13,1,1,1
451365303 1,08,Castilla-La Mancha,45,Toledo,13653,4,4,2,1,1,1,1,1,1,03,1,10,9,9,9
